343;218;1;Abastecimento Flex;20/01/2026;141.0;Combustivel;256.3;24.0
344;219;1;Abastecimento;27/01/2026;149.0;Combustivel;273.2;25.3
345;219;3;Ducha Rapida Fim Semana;03/02/2026;40.0;Lavagem;0.0;0.0
346;220;1;Abastecimento Ônibus;10/02/2026;392.0;Combustivel;616.4;67.2
347;221;1;Abastecimento Diesel;17/02/2026;338.0;Combustivel;532.5;58.0
348;221;6;Nao Manter Distancia Segura;24/02/2026;130.16;Multas;0.0;0.0
349;222;1;Abastecimento Diesel;03/03/2026;315.0;Combustivel;489.2;54.0
350;223;1;Abastecimento Van;10/03/2026;169.0;Combustivel;285.3;28.7
351;223;2;Seguro Contra Furto;17/03/2026;520.0;Seguro;0.0;0.0
352;224;1;Abastecimento Moto;24/03/2026;60.5;Combustivel;102.5;10.2
353;225;1;Abastecimento Flex;31/03/2026;145.0;Combustivel;264.2;24.7
354;225;3;Ducha Interna;07/04/2026;45.0;Lavagem;0.0;0.0
355;226;1;Abastecimento;09/01/2026;150.0;Combustivel;284.5;25.5
356;227;1;Abastecimento Ônibus;16/01/2026;415.0;Combustivel;708.2;71.1
357;227;4;Substituicao Valvula Freio;23/01/2026;240.0;Manutencao;0.0;0.0
358;228;1;Abastecimento Diesel;30/01/2026;341.0;Combustivel;549.5;58.4
359;229;1;Abastecimento Diesel;06/02/2026;328.0;Combustivel;514.1;56.2
360;229;6;Parada em Pista de Rolamento;13/02/2026;195.23;Multas;0.0;0.0
361;230;1;Abastecimento Van;20/02/2026;177.0;Combustivel;307.2;30.1
362;231;1;Abastecimento Moto;27/02/2026;58.0;Combustivel;96.5;9.8
363;231;4;Ajuste Fixadores Moto;06/03/2026;25.0;Manutencao;98.0;0.0
364;232;1;Abastecimento Flex;13/03/2026;139.0;Combustivel;246.3;23.6
365;232;3;Lavagem de Cera Tradicional;20/03/2026;75.0;Lavagem;0.0;0.0
